"행정구역별",2020,2020,2020,2020,2020
"행정구역별",대학교 수<br>(A+B+C+D),일반대<br>(A),전문대<br>(B),교육대<br>(C),산업대<br>(D)
"전국",339,191,136,10,2
"서울특별시",48,38,9,1,-
"부산광역시",22,12,9,1,-
"대구광역시",11,3,7,1,-
"인천광역시",7,3,3,1,-
"광주광역시",17,10,6,1,-
"대전광역시",15,11,4,-,-
"울산광역시",4,2,2,-,-
"세종특별자치시",3,2,1,-,-
"경기도",61,30,31,-,-
"강원도",17,8,8,1,-
"충청북도",17,11,5,1,-
"충청남도",21,13,6,1,1
"전라북도",19,8,9,1,1
"전라남도",19,10,9,-,-
"경상북도",33,18,15,-,-
"경상남도",21,10,10,1,-
"제주특별자치도",4,2,2,-,-
