서구,여자,35~39세,2262
서구,여자,40~44세,1734
서구,여자,45~49세,2004
서구,여자,50~54세,2082
서구,여자,55~59세,2490
서구,여자,60~64세,2785
서구,여자,65~69세,2362
서구,여자,70~74세,1871
서구,여자,75~79세,1768
서구,여자,80~84세,1353
서구,여자,85세 이상,961
유성구,계,합계,59212
유성구,계,15세미만,X
유성구,계,15~19세,2526
유성구,계,20~24세,11272
유성구,계,25~29세,11195
유성구,계,30~34세,7806
유성구,계,35~39세,4943
유성구,계,40~44세,3567
유성구,계,45~49세,3354
유성구,계,50~54세,2991
유성구,계,55~59세,2904
유성구,계,60~64세,2936
유성구,계,65~69세,1908
유성구,계,70~74세,1304
유성구,계,75~79세,1093
유성구,계,80~84세,836
유성구,계,85세 이상,577
유성구,남자,합계,33012
유성구,남자,15세미만,X
유성구,남자,15~19세,1293
유성구,남자,20~24세,5728
유성구,남자,25~29세,7141
유성구,남자,30~34세,5347
유성구,남자,35~39세,3264
유성구,남자,40~44세,2191
유성구,남자,45~49세,2015
유성구,남자,50~54세,1656
유성구,남자,55~59세,1432
유성구,남자,60~64세,1246
유성구,남자,65~69세,739
유성구,남자,70~74세,408
유성구,남자,75~79세,252
유성구,남자,80~84세,180
유성구,남자,85세 이상,120
유성구,여자,합계,26200
유성구,여자,15세미만,X
유성구,여자,15~19세,1233
유성구,여자,20~24세,5544
유성구,여자,25~29세,4054
유성구,여자,30~34세,2459
유성구,여자,35~39세,1679
유성구,여자,40~44세,1376
유성구,여자,45~49세,1339
유성구,여자,50~54세,1335
유성구,여자,55~59세,1472
유성구,여자,60~64세,1690
유성구,여자,65~69세,1169
유성구,여자,70~74세,896
유성구,여자,75~79세,841
유성구,여자,80~84세,656
유성구,여자,85세 이상,457
대덕구,계,합계,24122
대덕구,계,15세미만,X
대덕구,계,15~19세,521
대덕구,계,20~24세,2345
대덕구,계,25~29세,2105
대덕구,계,30~34세,1650
대덕구,계,35~39세,1412
대덕구,계,40~44세,1368
대덕구,계,45~49세,1852
대덕구,계,50~54세,2122
대덕구,계,55~59세,2284
대덕구,계,60~64세,2474
대덕구,계,65~69세,1805
대덕구,계,70~74세,1392
대덕구,계,75~79세,1272
대덕구,계,80~84세,907
대덕구,계,85세 이상,613
대덕구,남자,합계,12486
대덕구,남자,15세미만,X
대덕구,남자,15~19세,226
대덕구,남자,20~24세,1109
대덕구,남자,25~29세,1374
대덕구,남자,30~34세,1180
대덕구,남자,35~39세,998
대덕구,남자,40~44세,939
대덕구,남자,45~49세,1240
대덕구,남자,50~54세,1314
대덕구,남자,55~59세,1247
대덕구,남자,60~64세,1126
대덕구,남자,65~69세,714
대덕구,남자,70~74세,414
대덕구,남자,75~79세,294
대덕구,남자,80~84세,197
대덕구,남자,85세 이상,114
대덕구,여자,합계,11636
대덕구,여자,15세미만,X
대덕구,여자,15~19세,295
대덕구,여자,20~24세,1236
대덕구,여자,25~29세,731
대덕구,여자,30~34세,470
대덕구,여자,35~39세,414
대덕구,여자,40~44세,429
대덕구,여자,45~49세,612
대덕구,여자,50~54세,808
대덕구,여자,55~59세,1037
대덕구,여자,60~64세,1348
대덕구,여자,65~69세,1091
대덕구,여자,70~74세,978
대덕구,여자,75~79세,978
대덕구,여자,80~84세,710
대덕구,여자,85세 이상,499
