지정번호,명칭,수량(구),가로크기(㎝),세로크기(㎝),소재지,지정일자,소유자,데이터기준일자
문화재자료 제26호,용수사 철조여래좌상,1,28,12.5,인천광역시 서구 석남동 175-9,2014-04-16,용수사,2020-03-02
